smiles,gap_eV
CC1CC(C)C1C1CO1,9.12398242
CCC(CCO)CC#N,8.43825514
Cc1ccnc(n1)F,5.874941260000001
CCNC(=N)C(=O)NC,5.6218752400000005
OC12CC1C1COC2O1,8.80833018
CC1=[NH+]C=C(N1)C([O-])=O,4.17422876
CCOCCC1CC1,9.270923980000001
OC1CN2C1=NC=C2O,6.196035780000001
CCCC(C#N)C1CC1,9.03962708
CCCC1CC(O1)C#N,7.62463428
c1c(c2c(o1)nno2)N,4.69940878
N=CN1C2CC2OC1=O,6.55250512
COCCCC1OC1C,9.28180854
COC(=O)C(O)C1CO1,7.14843478
CC1C2CC(C#C)C12C,8.03552642
O=CC1NC1C1CN1,5.8640567
COC1C2OC(C)=NC12,6.90353218
CNC(=O)c1ccoc1,6.00283484
OC1(COC1C=O)C#C,5.7252785600000005
CC12CC1C(CO)C2O,8.11988176
OC1CNC1=NC1CC1,6.59604336
CC1OC(=O)CNC1=N,6.63686046
Cc1c(ncnc1O)N,6.08719018
CC(C=O)C(C)(C)C#N,5.97562344
CC12OC(C)(C1O)C2O,8.3130827
CC1CC2=C(C1)N=NO2,5.75248996
CC1OC(=N)C1C1CO1,7.825998640000001
C1C2C3C4CN2CC4N13,7.8232775
c1c2c([nH]n1)OCC=C2,5.12118548
CC1CC=CC(C)C1O,7.170203900000001
CN(CCC=O)C=O,5.7688168
CC1C2CC1C(O2)C#C,7.57565376
CC1C=CC2(C)CC12C,6.64502388
CC1=CN2CC2CC1=O,4.93342682
N#CC12CC3CCC1C23,7.951171080000001
CC(C)(C)C(=O)N(C)C,7.25728038
CCC1C2C(O)CN12,7.83416206
OC1CC2C3CC12CO3,8.049132120000001
CC1CNC(=O)CN1C,6.9824452400000006
CCCOC(=O)C#CC,6.370188740000001
Cc1nc2n(n1)cco2,6.329371640000001
CC(C)n1cn[nH]c1=O,6.465428640000001
COC1C2C3CC=C1C23,4.87900402
CC12C3CC1=CC(=O)C23,4.34838172
CC1OC2CC1C2C#N,7.77973926
C(C1CN1)C1=COC=C1,6.5851588
CC1(O)CC1C(N)C#N,7.69538392
C1C2C3CC4OCC24C13,8.79200334
C#CCN1CCC(=O)C1,5.363366940000001
OC12COC1C1OCC21,7.51578868
CC1(CN1)C(=O)CC#N,6.11168044
C1OC1C1=NOC=N1,6.5851588
O=CC(=O)C1CC2CC12,4.04905632
C#CCC12CCC1CO2,7.80695066
C1OC11C=CCC2OC12,6.7892443
O=CC(=O)C1COCO1,3.99191238
CC1(C)CC2(OC12)C#N,7.45048132
N=C1OCC2OC1C2=O,6.06542106
CC12NC1C=CCC2=O,5.6844614600000005
CC1C=CC2(CN2)C1O,6.4518229400000005
C1CC1C2=NCCO2,7.072242860000001
Cc1c(=O)[nH]nc(n1)O,4.33205488
CCC#CCN=COC,7.24367468
[NH3+]CCC(C#C)C([O-])=O,7.43959676
CC1C2CC(C2)OC1=N,7.44503904
CC1CCCC(C1)C#N,9.31718336
CCOC=NC(C)C#C,7.36884712
CC1OCC2(C)CC1O2,8.73758054
N=C1CC(CO1)C1CC1,7.744364440000001
CCOC(C)C(=N)OC,7.31714546
CC1OC(=N)C11CCO1,7.10489654
CN1C(C#N)C1(C)C#C,6.713052380000001
OCC12CN1C(=O)C2O,6.0001137
CC1(CCO)CN2CC12,8.32396726
OCC1CC1OC1CC1,8.67771546
C#CC1=CCC2CC1C2,5.510308500000001
C1OC11CCC2CC1O2,8.63689836
O=C1OC23CC12NCC3,6.71033124
CC1(COC1)OC=N,7.4695293000000005
CCC1CC1CNC=O,7.63007656
OC12CC=C3CC1C23O,4.9524748
OC12CN3C(C1)C(=O)C23,6.06269992
COCC12CC1N=CO2,7.0531948799999995
FC1=C(F)C=NC(=N)N1,4.22865156
CC1(CCOC=O)CO1,7.839604340000001
CC(CO)C1=CC=NO1,6.66951414
CC1=NNC(=N)C(N)=N1,4.7184567600000005
COc1ncc(=O)on1,4.41096794
CN1C(C#C)C1(C)C=O,5.52935648
CCC#CC1CC1C#C,7.181088460000001
CN1N=C(OC1=N)C=O,3.9810278200000004
CCCC(CO)C#CC,8.14709316
CCC(O)C1CC1C,8.9933677
OC1(CC(C1)C=O)C#C,6.16066096
CC1CCC(C1)C1CO1,9.279087400000002
COC1=CC(=N)C=NO1,4.60961116
CC12NC1C(=O)C21CC1,5.8776624
C1CC1N1C2C3CC3C12,7.371568259999999
CCC12CN3C1CC23,8.43825514
CC12CC3C4C1C2N34,8.049132120000001
N=C1OC=CC=C1C=O,3.92932616
COC(C)CN1CC1C,8.49812022
CC(O)C(O)C1OC1C,8.568869860000001
CC12CCC1C=CC2=O,5.1157432
CCC1C2CC2C1(C)O,8.552543020000002
CC1CC(C)C1CO,9.09132874
CCN1C2C3OC2C13,7.7688546999999994
CC(=O)C(O)C#CC#N,5.8912681000000005
CC(=O)OCC(O)CO,6.77291746
C1CC(C1)(COC=O)O,7.4695293000000005
C1C2CC1C1=CN=CN21,6.65862958
Cc1c(c(ccn1)O)N,5.602827260000001
CC1=CC(=O)NCC1,5.69806716
CN(C=N)c1ncno1,5.98922914
OC1C2CC(CC12)C#N,8.18246798
COC1CC11CC2CN12,8.4763511
CN1CC2(O)C(O)CC12,8.024641860000001
C1OC1C12C3C4C1N4C23,7.360683700000001
Cc1cc(cnc1C)N,5.34431896
COC1CC2CC2C1C,8.811051319999999
CC(CC#N)C(C)C#N,9.21650118
CC1(CO)COC1=N,7.75252786
c1cc([nH]c1CO)O,6.1715455200000005
CCC(CC#CC)C#N,7.87497916
CC12CC1C(C)(N2)C#N,7.496740700000001
N=COC12CC1NC2=N,6.7892443
CC12OC3C1OC(=O)C23,6.55250512
C1C=CC2COCC=C12,6.79196544
O=C1CC2CN2C2CC12,5.997392560000001
C#Cc1coc(c1N)O,5.126627760000001
CN=C1OC2CC1C=C2,6.163382100000001
CC1CC(O)C1CCO,8.6804366
c1cncc2c1cn[nH]2,5.148396880000001
CCC1CN2C=NC=C12,6.93074358
CC1C2OC(CO)OC12,8.93622376
N=C1OCC(=C1)N1CC1,5.676298040000001
C1CC(C1)(CO)C=O,5.98106572
CC1=C(C=NN1)C1CO1,6.745706060000001
CC1C2CC3(O)CC2C13,8.51988934
CC1(CN1)C(O)C1CC1,8.6668309
CC1OC(CO)C=C1C,6.6940044
CCC1CC1(O)C(C)=O,6.1089593
COC=NCC1CC1O,7.32803002
CCc1c(nnn1C)O,6.010998260000001
CCC1(O)CC1(C)CO,8.650504060000001
CC1C2C3CC3(CO)N12,8.1362086
C#CCc1cc(no1)N,6.32392936
OCC(O)C(=O)CC#N,6.299439100000001
COCCC1(CC1)OC,8.99608884
CCCC(NC=O)C#N,7.49946184
CC1C(O)CC11CCC1,8.72669598
CC1(O)C2CC1C=CC2,6.6531873
CC1C2C1C(CO)C2C,8.7484651
c1c2c(con2)ncn1,4.42729478
CC1(C)CC2NC1C2=O,6.313044800000001
COC1(C)C(C)C1C,8.503562500000001
CC(NC(=N)C#N)C=O,5.37969378
N#CC1CC2CCN1C2,7.25728038
NC12C=CN3C=NC1C23,5.40690518
C1CC23OC4C(CC24)C13,8.35934208
OCC1C2C3CN3C12,7.733479880000001
CC1CC1C1CNC1=O,7.54027894
C1NC1C1OC2CC12,8.280429020000001
CC1C2CC=C(C)C12C,6.68856212
CCC1=CC(C)C2OC12,6.568831960000001
O=C1C2CNC22COC12,5.33887668
C(CNC=O)CO,7.72259532
O=C1NC2CC3CCC123,7.142992500000001
Cc1c[nH]c(n1)C#N,5.56201016
CCC(C)(C)C(C)(C)C,9.81243084
CC1C(C)C11CC(=O)O1,7.54844236
C1CC12CCOC(=O)C2,7.31442432
C1OC2CC=CC1CO2,7.06680058
CCC1NC11COC1=O,7.235511260000001
CN(CCC=O)CC=O,5.57017358
CC1C2C=C(C)C(=O)C12,5.11846434
COC(C(C)=O)C(N)=O,5.71167286
COCC(C)CNC=O,7.70626848
OC1=C(O)C(=N)C=NN1,4.41641022
CC1CC1C1OCCO1,9.34439476
N#CCNC1CCC=C1,6.933464720000001
COC1(C)C2NC2C1C,8.37566892
CC1=CCC2CC1C2O,6.77019632
CCC12CC1OCC2O,8.084506939999999
CC(CC1COC1)C=O,6.1497764
CC1(C)C2C3NC3C12O,7.40966422
C#CCCOCCC#N,8.1770257
CC1CC2(OC12C)C=O,5.92120064
OC1CC2CCCC1O2,8.32940954
c1nc([nH]n1)CC=O,5.9184795
CC1CC1OC(C)=N,7.6028651599999995
NC(=O)C1C2NC1C2O,7.10761768
c1c(cn[nH]1)NCC#N,6.02188282
CC(=O)OCC(=O)N,7.371568259999999
c1c(ocn1)C2CCC2,6.432774960000001
OCC1CC11CCC=C1,6.71849466
CC(=O)C1(CO1)C1CC1,6.06542106
CC1CCNC(=O)C1,7.31170318
c1cc(c(=O)cnc1)O,4.057219740000001
OCC1CC2(NC12)C#C,6.827340260000001
CNc1c(cn(n1)C)N,5.84772986
N=C1NN=CC(=O)N1,4.990570760000001
OC1CC2(O)C1NC2=N,7.028704619999999
CC1(CC(=O)N1)C,7.733479880000001
Cc1cnc(nn1)N,4.52253468
CC1(CC1)C(N)C#N,8.046410980000001
CC(OC=N)C(N)=O,6.952512700000001
OC(C#C)C#CC=O,5.53479876
CC(CO)C#CC1CO1,7.43687562
OCC1C2C3C(C2O)N13,8.27498674
CC1(CN1C=O)C#N,6.81917684
CCOCC1CC(C)C1,9.211058900000001
c1c(con1)C2CCC2,6.61509134
CC(C#C)C1CC(=O)N1,7.7389221599999996
C1OC11CCC11CCO1,7.9484499400000015
[NH3+]CC(=N)[N-]C(=O)C#N,5.17832942
CC1CC2(CC1O2)C#C,7.330751159999999
CC1OC(=N)OC1C=O,5.7416054
C1CN2C(=N1)COC2=O,6.54978398
C(C=O)n1c(=O)[nH]nn1,5.7470476800000005
CC12C3C4C3N1C24,7.67633594
CC1C2(C)CC1(O2)C=O,5.66541348
CCC12OC3C1OC23,8.0681801
CCC(CC)NC(=O)N,8.18518912
CC1NC(CC1=O)C#C,6.0001137
CN1CC1CCC(N)=O,6.87359964
C#CC#CC1CC2CN12,5.738884260000001
CC1(C)OC11CNC1=O,7.0531948799999995
CC1CC(C)(CC#N)C1,8.941666040000001
OC1C2C1C(=O)C2C#N,6.16882438
C#CCN1CC2OCC12,7.05047374
CC1OC2C1C1NC21C,7.9185174
CC1CCC2(C)OC2C1,9.17840522
CC(=NC)NC(=O)OC,6.59332222
NC1CC(O)C=C1C#N,5.22730994
Cc1cnn(c1C)C=O,5.523914200000001
C1OC2C1C21OCC=C1,5.84500872
OC12CCN3C1CC23,8.07906466
c1c(c(oc1N)O)O,5.89398924
OC1C(CNC1=O)C=O,6.0409308
O=CCN1C2C3CC1C23,5.46677026
CCC12CC1N1CC21C,7.921238540000001
COC(C#C)C(O)C#N,8.0953915
CC1OCC1CCC#N,7.79062382
c1cc([nH]c1)CC(=O)N,5.76609566
OC1CC1C(=O)C1CC1,5.8368453
COc1ccnc(c1)F,6.424611540000001
CC1OCC(=O)C(=O)O1,4.7293413200000005
C#CC1C2C3OCC1C23,7.35524142
CCC1=CCCCC1=O,5.20554082
OC(C#C)C1(CN1)C=O,5.8368453
C1CC1CNC(=N)C#N,5.7416054
COC1C2NC1(C)C=C2,6.00827712
CC1COC2=C1ON=N2,4.9987341800000005
CC12C3C4C5C3N1C5C24,7.0749640000000005
CC(CO)C(C)CC#N,8.484514520000001
CC1CC2(CC2)C(=O)N1,7.415106500000001
OCC12CN1CC2=O,6.07086334
Cc1[nH]c2cocc2n1,5.18649284
CCCc1c[nH]c(n1)O,6.881763060000001
OC12CCC1(O)C(=O)C2,5.7552111
CC1CC(=N)OC11CC1,7.47769272
O=CC1OC2C3CC3C12,5.915758360000001
COc1cnccn1,5.42051088
OCC12OC1C(O)C=C2,6.56338968
NC1(C#N)C(O)C1CO,7.50490412
CC1C2(C)C3CC3C12C,7.68449936
OCC1OC2CCC=C12,6.62325476
CC1C2OCC(=NO)C12,6.465428640000001
OC1CC2(NC12)C1CO1,8.34845752
CCCc1cncn1C,6.68584098
OC1CCC2OC1C2=O,6.20964148
CCC(O)C1(C)CN1C,7.8640946
OC1CN=COCC1=O,5.69262488
ON=C1C2CC2C11CN1,6.402842420000001
CCOC=NCC(C)O,7.12122338
CC1C2OC(=N)C12C,7.553884640000001
C1CC=C2C3NC3C2C1,6.5443417
CCC1CCC2CC2C1,9.19201092
C1CC1(CCC=O)O,6.20964148
OC1CCC2(CO2)C=C1,6.650466160000001
CCC1(C)CCC1O,8.96887744
CCCNc1ncno1,6.536178280000001
CCN1CC2(O)C(C)C12,7.35252028
OC1C2C3C4C1C2C34O,8.19879482
CC1=C2CCN2C(=N)O1,5.7987493400000005
CCCC1OCC1C,8.84914728
CC1NC11CCC1C#C,7.564769200000001
C#CC12CC(C1)(O2)C#N,6.6803987000000005
COC(=O)C1CNC1=O,6.993329800000001
OC12COC11CN(C1)C2,8.47907224
CC12C3CC1=CCOC23,5.72255742
O=C1CC2OC2C2NC12,5.866777840000001
OC12C3OC1C3OC2=O,6.44638066
c1[nH]c2c(n[nH]c2n1)N,5.613711820000001
N#CC12CCC3C1OC23,7.3960585199999995
CC12NC1C1NC21C#C,6.16066096
N=C1OC2C(CC#N)C12,7.49129842
OC1(CC=O)C2CC1O2,6.28039112
c1c(nc(oc1=O)O)N,5.45860684
CC1(C)CC2CC1O2,8.91445464
O=C1NC23CC(C2)C13,6.7946865800000005
OCC1CC(=O)CC=C1,6.13344956
CC1C(C)C(C)(O)C1C,8.38383234
CC1(O)C2CC11CCC21,8.14709316
CC1=CC(=N)C=C(F)O1,5.52119306
OC1C=C2COC2C1=O,5.9538543200000005
OCC#CC1CC1CO,7.37973168
CCC1C=CC2NC12C,6.54978398
CC12CC3C(C1)C23C=O,5.986508000000001
CCOC1C2NCC12O,7.719874180000001
O=CC1CCC1CC#N,6.14705526
CN1CC2NC2(C1)C=O,4.9524748
OCC12CC(O)C1N2,8.522610479999999
O=CC(=O)C1(CO1)C#C,4.0027969400000005
O=C1C2NC3C2NC13,5.3606458
O=C1CC2CC2CN1,7.254559240000001
CC(O)C1C(O)C1CO,8.26682332
CC1CC(C=C1C)C#C,6.99877208
c1c[nH]nc1C#CC#N,5.3524823800000005
OC1CC2(NC12)C#C,7.028704619999999
CC1(CC2(CN2)C1)C=O,6.1715455200000005
O=C1C2C3C(C2C#C)N13,6.48719776
c1c[nH]c(nc1=O)O,5.71167286
c1c2c([nH]c(=O)o2)on1,5.65725006
N=C1OC2C3OC2C13,7.017820060000001
C1OC11C2COC1OC2,9.16752066
CC1(C)C2CC1C(=N)O2,7.730758740000001
O=CC1CN1C1CC1,5.7470476800000005
C(C1CO1)C1CC2CC12,9.30901994
CCC(O)C(C#C)C#C,7.825998640000001
OCC12C(O)C1C1NC21,7.483135000000001
OCCC12C3CC1OC23,8.24777534
OC1C(O)C1CC1CN1,7.390616240000001
Cc1c(c[nH]n1)CC#N,7.159319340000001
CN=C1OC(=O)OC=N1,5.8613355600000006
C1CC(C1)(C(=O)C#N)O,5.031387860000001
CC1C2C(O)C2(O)C1O,7.84776776
CCC(CC)(CC)C#C,8.61785038
OC12C3CN(CC1=O)C23,5.35520352
CC(=O)NC(=N)CO,6.66135072
CC(O)CCC(O)CO,8.58247556
C[NH2+]C(C)C(CO)=N[O-],4.22048814
OC12CC(C1)C(=N)OC2,7.81783522
CC(CC#CC#N)C#C,6.362025320000001
Cc1c([nH]c(n1)O)C#C,5.42595316
CC1C(O)C2=NC=CN12,6.683119840000001
CC1NC(=O)C1C=O,6.0409308
COCC1COCO1,9.295414240000001
CCc1ccnoc1=O,4.982407340000001
COC12C3CC1CCC23,8.45730312
NC1=[NH+]C(CC1)C([O-])=O,6.77291746
CC(C)C1(C)CC1C#N,8.46546654
N#CC12CCC3C(O1)C23,6.917137879999999
C1CN1C1C2COCC12,8.22872736
COc1c(non1)C=O,5.05859926
C1C2C3CC(CO3)CN12,8.1362086
c1nc(c(o1)C#N)CN,5.59466384
CC1C2C3CN3CC12O,7.9049116999999995
CC1CC2NC2C1(C)O,8.39743804
CC12CC1(O)C=CC2O,6.5579474
OC1CC11CCC1C#C,8.01647844
OC1CC=CCOC1=N,6.9824452400000006
CCc1nccc(=O)o1,5.32254984
C1CC1N=COC=O,6.1824300800000005
CC12C3C1C1CC3C2O1,9.251876000000001
CC(O)C1(COC1)C=O,5.9592966
NC1=NC2C3OC1OC23,6.321208220000001
C#CC12CN(C1)C21CC1,7.51850982
c1c(c(c(cn1)F)O)F,6.394679
OCC1CCC1C#N,8.22872736
CC(CC#N)C1CCO1,8.0953915
CC12C3CC1C3NC2=O,6.8463882400000005
C#CC1OC1CC#N,7.62463428
CC12CC3CC1CC3C2,9.9865838
CCCC(=O)C(C)C,6.27494884
CC(CCC1CO1)C#C,8.55526416
CCc1[nH]c(cn1)C=O,5.09941636
c1cocc1C(=O)C=O,4.18511332
COC12CN3C(C13)C2O,7.828719780000001
CC1(CC=O)CNC1=O,6.05181536
CC(C)C(C)C(N)=O,7.537557800000001
C#CC1CC11CCC1,7.755249
CCCC12CC1C(=O)N2,6.93074358
O=COC(C#C)C#N,7.31442432
CCNC(CC#N)C#N,6.947070420000001
Cc1c(non1)CCO,6.5252937200000005
CC(O)C1=C(C)COC1,6.5987645
CC12C3C4CN1C2C34,8.212400520000001
CCc1coc(c1C)N,6.299439100000001
OC12CC3CC1C2OC3,8.01103616
c1c(=O)cc(oc1N)F,5.73616312
OCC#CC1(CN1)C#N,6.838224820000001
OC1CCN2N=NC=C12,6.870878500000001
COC(C)C1OCCO1,8.718532560000002
CCC(CNC=O)C=O,5.71983628
OC12CCOC1C2C#N,7.483135000000001
CC1(C)C2C3NC3C12,7.43415448
CC1=CC(=O)C=CCC1,4.87628288
O=COC(C#N)C1CN1,6.5878799400000005
CCN1CC1C1CCC1,8.22328508
O=CC12C3CN1CC2O3,5.05587812
COC=NCC1CCC1,7.249116960000001
CN(C(=O)N)C(=O)OC,7.52123096
CC1(C)CC(O1)C(N)=O,7.183809600000001
CCCC(CO)C=O,6.19875692
CC1N2CC1(CC#C)C2,7.49401956
c1cncc(c1CO)O,5.85589328
c1c(=O)c(noc1N)N,5.31710756
O=CN1CC1(C=O)C#C,5.82868188
C1C(CO1)OC(=O)CN,6.97428182
C1C2CN1CC=CCO2,5.2109831
CC1C=CCC1CO,7.10489654
CCn1c(cnn1)N,6.4001212800000005
N=C1OCCNCC1=O,4.92254226
C1=CC2C3C4C3C2C14,6.745706060000001
CC1(CCCC1)OC,8.82737816
CCC1=CC(=O)OC1C,6.12528614
C1CC1C2(CC2)C=O,6.13889184
CCc1nc(no1)OC,6.68584098
CC1(C)CN=C(N1)C=O,4.48443872
C1OC23CC(C2)COC13,8.62057152
CNC1=NCCOC1=N,5.2518002
CC1C2CCCC(O)C12,8.772955360000001
OC1CC=CC(C1)C=O,5.7252785600000005
CC(C)Cc1nnon1,6.61781248
C1CC1C1C2OCOC12,8.421928300000001
OC12CC1CC1CC2O1,8.402880320000001
N=C1OC2C3CC(=C1)C23,5.230031080000001
C[NH+](C)CC(CO)=N[O-],4.264026380000001
c1c2c(n[nH]1)OCO2,6.1497764
C1NC11CC=CC2NC12,6.5878799400000005
CC1C2CC2C2CC1C2,9.09677102
C1C(CO1)C=O,6.0273251000000005
CC(CCO)C(C)=NO,7.031425760000001
CN1CC(C1)(CO)OC,7.79062382
CN1CC1(CO)C#C,7.35796256
O=CC1CC=CC1,6.19875692
CCC1=NNC=NC1=N,5.21370424
N=C1CNCC(O1)C#N,6.99605094
N#CC12C=CC3C1CC23,6.163382100000001
CCC12CCN1CC2=O,5.53479876
CC1=CC(O)CN2CC12,6.30216024
CC(=N)OC(C)(C)C#N,7.891306
CN1CC(=O)CC(=O)C1,5.39057834
C#CC(C#C)C1CO1,7.869536880000001
CC1C2(O)CCC12CO,8.45186084
N#CC12CCC=CC1N2,6.28039112
OC1C(C=O)C1C1CC1,6.05181536
COC12CC1C(C)OC2,9.09949216
CC1NCC2CC2C1=O,5.32254984
OCC(OCC#N)C=O,5.532077620000001
ON=C1CC2NC1C2O,6.631418180000001
C#CCc1coc(n1)N,6.46814978
O=COC1CC1C#C,7.058637160000001
COCC(=O)C#CC#C,5.044993560000001
CN1CC11CNC(=O)C1,7.21646328
OC1CN=C2C1C1CN21,6.560668540000001
CNC(=O)COCC#C,7.213742140000001
COC1CN(C)C1=O,6.993329800000001
O=C1CC2(OC12)C#C,5.695346020000001
CC1CC2C3CC3(O)C12,8.68587888
CCCC(CC#C)C=O,6.1361707
OC12CCC1C=CC2=O,5.1130220600000005
COC1C2CCCC1O2,8.57703328
CCCC(O)C1(C)CO1,9.39337528
C1C2C3C4C=CC3C4N12,6.07630562
CCC1NC(=N)C11CO1,6.88720534
CC1CC(O)C(=N)O1,7.8123929400000005
CC12C3C4OC(CN13)C24,7.853210040000001
CN1N=C2ON=NC2=N1,3.5891836599999998
c1c(c(n[nH]1)C2CC2)O,6.3076025200000005
CC1C2C3CN3C(=O)C12,6.370188740000001
CCC(O)C(C)OC,8.949829460000002
COC1C2NC2C11CO1,8.11171834
O=CC1N=CN2CC12,5.7279997
CC1CC1(C)N(C)C=O,7.2409535400000005
C1C(=NO)CN1C=O,6.30488138
CC1CN2C=CC(O)=C12,6.30488138
c1c(c(=O)[nH]c(n1)N)N,4.64226484
CC12OC1C1COC2C1,8.83282044
OC1CCCC1C1CO1,9.05051164
CC(C#N)N1CC=CC1,6.41916926
COCC1C2CC1C2,9.25731828
C1CN1C12CCC1OC2,8.171583420000001
CC12CC1C1CC2O1,9.03146366
Cc1coc(=NC)o1,6.329371640000001
CC1(CC1)CC=O,6.10623816
O=C1C2NC1C(=C2)C#N,5.3415978200000005
CC1CN1C(=O)OC=N,7.06407944
CCc1c(nno1)O,5.48853938
C1C2CC3C=CC1N23,5.99467142
