smiles,gap_eV
C1OC2C1C1C3OC3C21,7.780819892883301
OC12CC3C(CC1=O)C23,6.0693039894104
NC1=CN=C(N1)C1CO1,6.012755870819092
C(CCOC=O)CC#N,7.648191928863525
CC1(CCOC(=O)C1)C,7.412045955657959
OC1CC1C1(CC1)C=O,6.083075046539307
ON=C1CC2(O)COC12,6.421194553375244
CC(C=O)N(C)CC#C,5.487308502197266
c1c(c(n[nH]1)N)CC=O,5.208081245422363
CCC(C#C)C1CC1C,8.260562896728516
OC12CN(C1)C(C2)C#N,7.146793365478516
[NH3+]C1(CO)CC1C([O-])=O,7.154902935028076
C1NC1C1=CC=NC=C1,5.726706504821777
CCOC(=N)C(=N)OC,6.019711971282959
COc1ccc(=O)[nH]n1,4.766585826873779
C1CC12COC23CC3,8.167694091796875
c1coc2c1CCCO2,6.118663311004639
c1nc(c(c(n1)O)N)N,5.588692665100098
N=C1NCC2(CN2)C1=O,4.783453941345215
CC1CC(=O)CC1C,6.089693546295166
COc1ccncc1N,5.410243034362793
CCC1CCC1(C)C=O,6.034465312957764
CCCC(=O)NC1CC1,7.376378536224365
CC1CCOC(=O)C=C1,5.897730350494385
CC12CC3(C#N)C1NC23,7.056872367858887
Cc1c(ocn1)N2CC2,6.16034460067749
OCCC1C2C3CN1C23,8.128663063049316
CC1OC2C3CC1C23C,8.59026050567627
O=COCC1OCC=C1,6.776374816894531
C1C2CC1C1OC1C=C2,6.636911392211914
CC1CC2(COC2=O)O1,7.093105316162109
OCC1C2C3CN1C23,8.042335510253906
CCC12OC1(C)C1CC21,8.611159324645996
CCC1C2CC1C(C)O2,8.598991394042969
OC1COCC(=C1)C#C,5.6188507080078125
CC(C)C1(C)OCC1O,8.43957233428955
CC([NH3+])C1=COC([O-])=C1,5.23376989364624
CC12CC(OCO1)C2=O,5.614950656890869
N=C1COC2CC2CO1,7.350974082946777
CC12OC1C1OC2C=C1,6.631247043609619
CC1CC2OC2C1CO,8.787447929382324
CC1C2CC3OC3(C)C12,8.9218111038208
O=C1CC2OCCOC12,5.521697044372559
N#CC12CC1NCC=C2,6.433664321899414
OCC1(CO)CC1C#C,7.832801342010498
O=CN1CC2OCCC12,7.171226978302002
CC1=C(OC=N1)C1CO1,6.27144193649292
CC1=CCC2OC12CO,6.82393741607666
COC(C#N)C1CC1C,7.9800801277160645
CC1CCC=CC11CN1,6.767017364501953
CC1CCC(C)(O)C1C,8.746747016906738
C1CCC=CC=CCC1,5.127407550811768
NC12CC1N1CC21C#N,6.691831588745117
CC(=O)C1(CN1)C(=O)C,5.533308506011963
CC1CC2(C)OCC=C12,6.5293498039245605
CC1CN2N=C(C)N=C12,6.999790191650391
C#Cc1c(nc([nH]1)O)N,5.387176036834717
NC1=CC=C2C3CC3N12,5.76389741897583
COCC1C2CC(O)C12,8.349984169006348
OCC1C(C#C)C1C#C,7.374680519104004
CC1(C)COCC2CC12,8.590357780456543
C1CC2CCCC=C2C1,6.903709411621094
C1C2OC11CCC=CC21,6.605374336242676
CCC12CC1C(C)(O)C2,8.596657752990723
CCC(N)(CC#N)C#N,7.599107265472412
CC1OC(CC#C)C=C1,7.070184707641602
CC(=O)C(CO)C1CN1,5.969205379486084
c1c2c(cnn1)CCC2,5.537888050079346
CC1C(C#N)C1C(C)=O,6.230862617492676
OC1C2CC2(C#C)C1O,7.259091377258301
CC(O)CCOC(C)=N,7.779772758483887
CC(O)C1(C)OC2CC12,8.412607192993164
CCC(=O)N1CC1C=O,5.754086017608643
CC12CC3CC1(C=O)N23,5.815450191497803
CC12CC3C(O)C(O1)C23,8.193800926208496
CC1(CO)CC2OC12,8.802952766418457
CC12C3CC4CC1C4C23,8.880426406860352
CC1CC(=O)C(C)=C1N,5.453576564788818
CC12CCOC1=NCC2,7.179947376251221
C1C2C=CC3CCC12O3,6.460789680480957
O=CNCC1CCCO1,7.516115665435791
CC1COC1(C)CC#N,7.963718414306641
CC(=O)CC1(O)CC1O,6.124715805053711
CC1C2CC(C)C1O2,8.70264720916748
OC1(C=O)C=CNC1=O,5.137968063354492
C1OC2CC34CC(C3)C124,7.9723124504089355
CC1C(CC=O)OC1=N,6.174782752990723
CCc1c(nc[nH]1)O,6.345682144165039
C1C2OC2C2=C1N=CO2,6.234823226928711
CCC1OC(CO)C1O,8.291749000549316
OC12CC(=O)N3CC1C23,6.589054584503174
CN1CC(O)(C#N)C1=O,6.594278335571289
CCC#CCC(=O)OC,7.355557918548584
O=C1C2OC3OCC2C13,6.0434250831604
CC12C3N1C1C3(O)C21O,7.307062149047852
CN1CC1CCC1CO1,8.455158233642578
CCOC1CC(=O)C1O,5.952500820159912
N#CC12CC3C(C1)N3C2,7.356272220611572
CCC1(CCCO1)OC,9.153831481933594
CCC1(O)CC2(CO2)C1,8.650574684143066
OCC1CC2CC1CO2,8.53435230255127
O=C1CC2C3CN3C2C1,5.861688137054443
CNC1COC(=N)C1=O,4.7614922523498535
CC12COC1CC21CC1,8.327679634094238
N=C1OCC2OC2CO1,8.236262321472168
CC1CN1C(C)(C)C#C,7.5293073654174805
CCC(C=O)C(C)=NO,5.996816158294678
C(C1CO1)C1=NC=CO1,6.745874881744385
C#CCC#CC1(CC1)O,7.218433380126953
O=CC1(CN=CN1)C#N,5.6584038734436035
CCC1C2CC(O2)C1C,8.632619857788086
CC1C23CCC12OCC3,8.159119606018066
CCCC1(CO1)C1CO1,9.089617729187012
CC1C2OC(C=O)C12,5.766627788543701
C#CC12CC3CC3C1N2,7.1275506019592285
CC1CC(=CN1)C(C)=O,5.233218669891357
CCOC1CNC1C#N,7.14827299118042
CC1C(N1C)C(C)=O,5.640619277954102
CC(C)(CC1CC1)C#C,8.395878791809082
CNC1=NC2CC2C1=O,4.320967674255371
CC1C2COC(=O)N12,7.763449668884277
Cc1[nH]c(cn1)CC#N,6.688366889953613
CC1OC2CCC12CO,8.212629318237305
OC1C2C3C4C1C2N34,8.03833293914795
O=C1C2CCC2C2CN12,6.668676853179932
OC1CCC2C1OC2=O,7.445384979248047
CC(C#N)C1CCC1O,8.46414852142334
CC(C#C)C1=NNN=C1,6.899078845977783
OC1CN2C3CC(=C1)C23,5.830760478973389
OC1C2CC3OC3CC12,8.594121932983398
CC1CC2(CO)CC1O2,8.463043212890625
CCC12OCC1C2C=O,5.878058433532715
CC12CC(C)(C)C1(C)O2,8.722334861755371
CC12CC(O)(CO1)C=C2,6.624411106109619
CC1=CC(O)C(C)(C)C1,6.926953315734863
CCC1COC1(C)C#N,7.783382892608643
C1CN=C(CN1)OC=O,6.183529853820801
CN(C)C1C=CCC1=O,5.316746234893799
CC1C2CC2(O)C1(C)O,8.121336936950684
CC1OC(=O)CCC1=O,6.005069255828857
CC1=CC23OC4C2C1C34,5.037369728088379
c1cnccc1CC=O,5.297631740570068
CCC1(O)CC2OC12C,8.557777404785156
CC1C(CO)C11CCO1,7.942749977111816
CC1CCC2OCC2=C1,6.7124247550964355
C(CCC(=O)N)CC=O,6.112168788909912
CC12OC1C1(OC21)C=O,5.639674186706543
OC1CC2NC(=O)C12O,6.982415676116943
COC1=CC(=N)OC=N1,4.647890567779541
CCC(C=O)N=COC,5.903818607330322
CCC1COC1CC=O,5.988617420196533
COC1C=CCCC1O,7.039637565612793
N=C1OCCC2NC12,7.094146251678467
O=C1CN2CC2C2CC12,5.59653902053833
CCC1N=COC1(C)C,7.226621150970459
CC#CCC1COC1=O,7.426059722900391
CC1C(CC1(C)O)C=O,6.040701866149902
CN1C2C3OC3C12C=O,5.485093116760254
C1C2CCOCOCC12,8.934834480285645
CNC(=O)CC(O)C#N,7.216673851013184
OC12CC3CC1C3C2=O,6.323160171508789
CNC12C(N)C1OC2=N,6.627245903015137
CC1COC(=O)C(C)C1,7.480684757232666
NC12C(CO)C1NC2=O,6.611804962158203
CCC12CCC1C(=O)O2,7.4991655349731445
CN1C2CCC1C(=O)C2,5.428328037261963
CC12OCC1=CC1CC21,6.15430212020874
CN=COCC#CCO,7.2147626876831055
C1OC2C3CC=CC12O3,6.409773349761963
CN1CC(C1)(C=O)C#C,5.048847675323486
C1OC11CCC11COC1,8.322423934936523
CC1(COC=N1)C1CN1,7.122503280639648
OC(CC#N)C1COC1,7.73772668838501
CC12OCC1OC2CO,7.987717151641846
C1C23CCC12N=COC3,6.734481334686279
Cc1ccc(nc1O)C,5.6407036781311035
CC1=C([O-])C(C[NH3+])=NN1,5.486262798309326
CC1NC11CC(=O)C1,5.974679946899414
CC12CC3CC4C3C1N24,8.396410942077637
COC1CCC1CC=O,6.114264488220215
O=C1CC2C3COC2C13,5.926424026489258
CC1CCC1C(O)C=O,5.999163627624512
CC(C)C(=O)OC=N,6.9537553787231445
N#CC12CC3NC1C3O2,6.729442119598389
c1c(nc([nH]c1=O)N)N,5.313695907592773
OC12C3CN4C(C13)C24,7.970184326171875
CC1(C)C2OC1C21CO1,8.59451675415039
COCCC(=O)CC#C,6.243093967437744
OC1C2C3CC4C3C1N24,8.014832496643066
CC1(O)C2C3OC1OC23,8.252434730529785
O=CC12OCC1C1OC21,5.751026630401611
C1CC=C(C1)CC2CC2,7.005890369415283
CC1OC1CN(C)C=O,7.296203136444092
O=CCCC1CN2CC12,5.844581604003906
C#CCC12CC3C(O1)C23,7.501258850097656
NC(=O)C12CC(O)(C1)C2,7.322866439819336
CCCC1CNC1=O,7.672813892364502
C1CCC(CC1)C(=O)N,7.524298667907715
O=CN1CC11C2CC1O2,6.936465740203857
CN1C=NCCOC1=O,6.695286750793457
CC1CC2(C)OC=NC12,7.188260078430176
CC1OC(=N)CC1CO,7.720175743103027
CC12COC1(C)CCC2,8.36479377746582
CCC1C(C)C(O)C1=O,5.970491409301758
CC1=CC(C[NH3+])=C([O-])O1,4.069180488586426
OC1CC2C3CC1C23O,8.298346519470215
C1CN1C1C2C3OC2C13,8.181360244750977
CCC1CC(C)=CCO1,7.107542514801025
CC1N2CC2C11COC1,8.187053680419922
Cc1c2c(cno2)on1,5.723219871520996
O=CC1CCCOC1,6.018349647521973
c1cnc([nH]1)C(=O)C=O,3.977947473526001
CC#CC#CCC1CO1,6.143276214599609
CC#CC1OCC1C#N,7.171211242675781
Cc1c(ncnc1O)O,5.844683647155762
O=C1OCCC2NC12,6.997664451599121
O=CCC1CC1CC#N,6.245551109313965
CN1C2CC1C(=O)C=C2,4.596837520599365
CC(C#C)C1COC1=O,7.505637168884277
CC(O)(CO)C#CC#N,6.402190685272217
CC1CC1C(O)C(C)=O,6.175516128540039
CC1(CC(O1)C#C)C#N,7.348358154296875
CC(=O)c1c(cno1)N,4.714691638946533
CC1CC(CO)C2CC12,9.004891395568848
OCC12OCC1C1CC21,8.212804794311523
NC1=COC(=N)C(N)=N1,4.41339635848999
c1cncc2c1CCO2,5.665440082550049
CC1CC1C1(O)CC1C,8.638654708862305
OC12CC3C(NC13)C2=O,5.950315475463867
CN=C1OC2COCC12,7.3103837966918945
CC1CC2CC(=O)C2O1,5.72715950012207
CCC12CC(C1)OC2C,8.66517162322998
Cc1ccc(oc1=O)O,4.610572338104248
c1c([nH]c(n1)NC=O)N,5.642587184906006
CC1C2C3C2C2(CC2)C13,8.744026184082031
CCC1(COC1)C#CC,7.711709976196289
C1C(=O)C=CC12COC2,4.965554714202881
CC12COC3CC1CC23,8.833333015441895
N=C1OCC23CC(N2)C13,7.200254440307617
CC(=N)OC1CCOC1,7.5103349685668945
CC1(O)C(=N)NCC1=O,5.648889064788818
CC1=NC2COCC2O1,7.200200080871582
OCC1(O)C2CC1C=C2,6.681686878204346
CC(=O)C1CC1(C)C=O,5.787572383880615
C#CC12OC1CC1OC21,7.176965236663818
CNC1CCC1(O)C#N,7.085641860961914
NC1=CNC(O)=NC1=N,5.151266574859619
NC1CC(CO)OC1=O,6.975808143615723
C1C(=CC(=O)C1=O)CO,3.914363145828247
ON=C1CC2(O)CNC12,6.385746479034424
O=C1OC2C3CNC1C23,6.593619346618652
CCC(=O)C(O)C#C,6.242775917053223
CC(CCO)C1COC1,8.62995719909668
CCC1(N)CC1(O)C#N,7.274494647979736
CC(OC(=N)C#C)C#C,6.343761920928955
Cc1cc(c(o1)OC)O,5.9832024574279785
CC(C)(CC#CC#N)O,6.47383451461792
CC(NC=O)C(C)=O,6.027326583862305
CC1=CC2N3CC2(O)C13,5.535792350769043
Cc1c(con1)C(C)C,6.732975482940674
CC12CC1C1(CC1)C2O,8.576972007751465
CC(C=O)C1NC1(C)C,5.918642997741699
CC12CCCC1C=CC2,7.146176338195801
O=C1C2COCC1N2,5.624422550201416
CC1NC=[NH+]C1C([O-])=O,6.642214298248291
ON=C1CC=C2COC12,6.244763374328613
CC#CC(O)CC(C)C,7.966002941131592
CCC1CC2COC1C2,8.64137077331543
OC12CC1N1CC21C=O,5.457585334777832
CCC(N)(COC)C#N,7.855016708374023
CC#CC1OCC1C=O,5.84243631362915
CCN1CC(C#C)C1=O,7.1018853187561035
c1cnc([nH]1)C2(CC2)O,6.502540588378906
C1N2C3C4OC3C2C1=C4,4.2375712394714355
CC1=C(COC(=O)C1)C,6.898350715637207
CC12OC3C4OC4C1C23,8.011760711669922
CN1C2CCOC2C1=O,6.793755531311035
O=CNC1C2C=CC1O2,6.2862548828125
CC1=CC2(CC2)OC1=N,5.760770797729492
CCC(C)C1OC1C=O,6.015909194946289
CC12CC(=O)C(O1)C=C2,5.752457141876221
C1C2OCCC3OC2C13,8.268648147583008
OC1C2CNC(=O)OC12,8.213903427124023
CC(C)CC(C)C(C)=O,6.2493462562561035
CC(C=O)C(=O)C1CO1,5.504415035247803
Cc1c(c(ncn1)O)O,5.6895270347595215
OCC1C2C=CCCN12,6.390808582305908
O=C1C2C3CC4C3C2C14,5.890073776245117
CC1C2OC1C1CC2C1,8.766873359680176
COC1CCOCC1C,8.650032997131348
N=C1CC2OC(O1)C=C2,6.6131720542907715
C1OC1C1CCCOC1,8.92881965637207
CN(C1CC1)C(=O)CO,7.197512626647949
N=C1NC(C=O)C1C#N,5.944168567657471
CC12OCC1CC2C#C,7.749638557434082
Cc1c(ccc(n1)O)N,5.199926853179932
CC12NC1CC(O)C2O,8.12535572052002
CC1(O)CC(O)C(=O)C1,6.003026485443115
OC12C3CC1C1(CC1)C23,8.47410774230957
CC(C#C)C1OCC1C,8.009268760681152
CC1(CC(CO)O1)C#C,7.560372829437256
CN1CC2CCC12C=O,5.075934410095215
CCC1C(NC1=O)C#C,7.362553119659424
CC1=CC(O)C2CN2C1,6.144912242889404
C1OC11CCC2OCC12,8.722393989562988
C#CC1(CCO1)C1CN1,7.299878120422363
CCC12CCOCC1N2,8.579894065856934
CNc1ncc(o1)C#C,4.940950393676758
CC12CCCC1CO2,8.717521667480469
CN=C1OC2(C)CNC12,6.822490215301514
CC12CC1C1(C)CC21O,8.042067527770996
CC(C)CC(=O)OC=N,6.915744304656982
CCC1=CC(=O)CCN1,5.277004241943359
CC(=O)CCC(=O)N,6.1438469886779785
COCC1C2CC(=O)C12,6.0151286125183105
CN1C2C3NC2C3C1=O,6.584995269775391
CC1(C)CC(CCO)O1,8.661043167114258
OC1(C=O)C=CC2OC12,5.668954849243164
N=C1CC(OCO1)C#N,7.566771984100342
OC1C=CC(=N)OC1=O,5.49346399307251
CC(O)C#CC(C)O,7.741971969604492
CN1CCCC(=O)C=C1,4.919670581817627
CC1=COC=C([O-])C1=[NH2+],4.730307102203369
C1C2OC2C11COCO1,8.678719520568848
OCC1OC1C#CC=O,5.430235385894775
CC1NC(=O)C1N(C)C,6.81441068649292
CC1OC(=O)NC1C=O,5.942241191864014
CC1(CC1)C1C(O)C1O,8.067776679992676
CC1(CN1)C1CC(=O)O1,7.505668640136719
C1COCC=C1CC=O,5.822381019592285
CNC(=O)CCC1CO1,7.456798553466797
CC(O)C1OC2CC12O,8.079900741577148
O=C1COC2C3OC3C12,5.7375712394714355
CC1=CCC(=O)C12CC2,5.867940425872803
CC1C2CC1C(=O)N2,7.361281394958496
CC1CCN2N=CN=C12,7.271067142486572
Cc1c([nH]c(=O)o1)CO,6.347504138946533
N=C1OCC1(C=O)C#C,5.744414806365967
CC1(CCOCC1)C#N,8.084129333496094
CC12CN1C(=N)C2O,6.847257137298584
CC1OC1(C)CC1CC1,9.149943351745605
O=C1N2CC2CC11CN1,6.4498419761657715
OC1CCC2CC3C2C13,8.732876777648926
CC(C#N)C(=N)NC=O,6.225854873657227
OC12COC1COC2=N,7.279102802276611
C#CCCc1cnc[nH]1,6.703704357147217
OC12CC1(O)C(C2)C#C,7.404354572296143
O=C1C2CC2C1CC#N,6.236900806427002
CC1OC2(CCC2)C=C1,6.734045505523682
CC(O)C#CCCC#N,7.691181659698486
COCC1(CC1C)C#C,7.772426128387451
CC1=COC(=N)N=C1N,4.654709339141846
CCCC(=O)CC(=O)N,6.0051469802856445
C1C2CC3=C(NC=C3)N12,6.034793853759766
CCC1C2C3CCC1C23,9.056296348571777
C#Cc1c(cc(o1)N)N,5.088111877441406
CC1C2NC(=O)C(O)C12,7.140793800354004
OC12CC3CC1(O)C23,8.049934387207031
CC1CCC(O)C11CC1,8.775182723999023
c1cnoc(=O)c1CO,4.934455871582031
OC1COCCC11CO1,8.556750297546387
c1[nH]c(c(n1)NC=O)O,5.370815277099609
CC1(C)C(O)C11CCO1,7.937530040740967
C1CC23C=CC4C(C24)N13,5.875696182250977
ON=C1CC(C1)OC=O,6.614716529846191
OCC(=O)C#CC1CO1,5.361235618591309
[O-]C(=O)C1CN(C1)C=[NH2+],5.866311073303223
CC1C2C3C2C2(CC2)N13,8.390395164489746
CC12OC(N)=NC1C2O,7.003361225128174
CC12CC(C)(C1)C1CC21,9.373985290527344
CC1C2(C)CC1(O)C=C2,6.511043071746826
C1C2OCC11OCCC21,8.386094093322754
O=C1NCC2CC1C=C2,6.446487903594971
Cc1c(oc(n1)C)OC,6.39734411239624
CC(CC#C)C(O)CO,8.087220191955566
O=CCC12CC1OC2=O,6.243015766143799
CC1COC2CC1C2=O,5.688380718231201
CC12C=CC(O)C1C2O,6.34161901473999
CC#CC1C2CC1(O)C2,7.692547798156738
OC1C2C3C4CCC13N24,7.856757640838623
CN=C1OC(C)C1CO,7.360785961151123
CN=CNc1ccco1,5.401579856872559
OCC1C2COC12C#N,7.135652542114258
CC12OC3C1CCOC23,8.201554298400879
C1OC23CC(COC2)C13,8.31434440612793
COC1CC1(C)C1CC1,8.78139591217041
CC1C2N1C(C)(C)C2=O,5.782839775085449
CCC1(C)OC11CCC1,8.930505752563477
CCC#CC(O)C#N,7.487151145935059
C1CC11OC2CCC12,8.448389053344727
CC12CCCC(O)C1O2,8.969202995300293
[O-]C(=O)C12CC([NH2+]1)C=C2,6.162697792053223
CC1(CCC1)C2(CC2)C,9.14771556854248
OCC12OC1C1(O)CC21,7.8499908447265625
CC(CC(C)=NO)C=O,6.1052398681640625
NCC1(CC(=O)O1)C#N,7.196152687072754
O=CC1C2CCCCN12,5.626540184020996
OCC1C(C#C)N1C=O,6.890100479125977
CC1C2N1C1C(C)C21O,7.643197536468506
CC1(C)CN1C1CC1O,8.026223182678223
CN1CC11CC2C(O)C12,8.093443870544434
OCC1C2OC1C21CN1,8.172346115112305
C1CC(C1)C1CCC=C1,6.94883918762207
C#CCCc1cocn1,6.666668891906738
OC12COCC1C2C#C,7.402281284332275
O=CC12CN=C3NC1C23,5.05244779586792
CC1CC(C)C=CC=C1,5.260220527648926
CC(NC1CC1O)C#N,7.308307647705078
CCC12C3C4N1C2C34O,7.410640716552734
Cc1cc(c([nH]1)C#C)O,5.364953517913818
C#CCc1[nH]c(=O)on1,6.090264320373535
CC(C)C12CC1(C)CO2,8.211867332458496
OC12CC3C4C(C14)N3C2,8.036312103271484
OC1C2CCC1C=CC2,6.917027473449707
Cn1c2c(cn1)OCO2,6.038167953491211
CC1(CC2(C1)CCO2)C,8.409086227416992
CC1CN(C1)C(=O)C#C,6.004709243774414
C#CC1COCC=CC1,7.113055229187012
C#CC1C2CC1C2(C)C,8.236861228942871
CCc1c(cno1)C#N,5.979522705078125
CN1CCOCC(=O)C1,5.177392482757568
COC(C)CC#CCO,7.7177252769470215
C1C2CC34CC3(OC4)C12,8.046649932861328
CC1CCCC1(C)C#C,8.215713500976562
COC1C2C3OC3(C)C12,8.195099830627441
CC1=CC(=O)CC2CC12,5.27080774307251
[NH2+]=C1NC[C-](C=O)C1=O,4.060321807861328
CC1(O)COC2CC12O,7.918639659881592
CC1N=COC(=O)C1C,6.583479881286621
CN=CNc1cnoc1,5.471296787261963
OC1C2CCCCC12,8.57831859588623
CC(C)CCC1(CC1)O,8.81592082977295
CC1C2C3CC=C1C23O,5.486056804656982
CC(=O)CCC(O)C=O,5.829195022583008
CC(=N)OC(C#C)C#C,7.340641975402832
CC1(CC(N)=O)CC1O,7.356940746307373
C1C23CC=CC12C1OC31,6.04155158996582
C1C2C1C1CCC2CC1,9.448969841003418
COC(C)CC(=O)OC,7.2102556228637695
OC(C=O)C1C2CC1O2,5.743703365325928
CC12C3CN1C3C21CN1,7.894498348236084
CN(C)C(=O)CCOC,7.341959476470947
CC1(N)C(CO)OC1=O,6.804609775543213
CC1(COC=N)COC1,7.4589948654174805
CC(CCC#N)C(C)=O,6.333700656890869
CC(C#N)C1=NOC=C1,6.8514509201049805
COC1=NC2CC2(C)N1,7.0881805419921875
O=CC1C2OC2C1C=O,5.664828777313232
CC1OC(CO)OC1=N,7.581595420837402
CC12CN3C4C1C2C34C,8.117464065551758
CC1(O)CC2C=CCC12,6.9339070320129395
Cn1cnc(c1N)CO,6.239117622375488
C1CC(C1)NC(=N)C=O,4.629128932952881
O=CCC1CN1CC#C,5.791204929351807
CC(=O)c1c(cc[nH]1)N,4.638826847076416
O=CNCC1CCC1=O,6.018001556396484
NC1C(COC1=O)C#N,6.974824905395508
CC1CC=CC2CC12O,6.76813268661499
O=C1NC=CCC1C#C,5.78256368637085
CC1OC2(CC12)C1CO1,8.503988265991211
